Genreid,Day 
4865,day,56639
3302,night,56640
7158,night,56641
12859,day,56642
690,night,56643
9963,day,56644
5171,day,56645
1277,day,56646
12932,day,56647
7537,day,56648
13236,day,56649
15548,night,56650
11627,night,56651
3931,night,56652
9206,day,56653
7100,night,56654
7689,night,56655
12727,day,56656
2793,night,56657
3863,night,56658
15589,day,56659
29,night,56660
11526,day,56661
9046,day,56662
735,day,56663
15700,day,56664
11063,night,56665
6909,day,56666
1496,day,56667
13272,day,56668
16556,night,56669
16228,night,56670
14391,day,56671
5592,night,56672
14829,night,56673
9924,day,56674
8033,night,56675
7100,night,56676
7207,day,56677
10769,day,56678
6571,day,56679
7986,night,56680
9956,day,56681
9931,day,56682
11371,night,56683
13964,night,56684
16181,night,56685
662,night,56686
8343,night,56687
11148,day,56688
14710,day,56689
280,day,56690
15725,day,56691
11354,night,56692
7418,day,56693
10683,day,56694
13953,night,56695
1016,night,56696
11000,night,56697
3420,night,56698
7485,night,56699
105,night,56700
52,day,56701
3527,day,56702
5133,night,56703
9723,night,56704
308,night,56705
11155,day,56706
13357,night,56707
8126,day,56708
3229,day,56709
7803,night,56710
13047,day,56711
6222,night,56712
12133,night,56713
12678,day,56714
16475,day,56715
14778,day,56716
10757,day,56717
2492,night,56718
10035,day,56719
5642,night,56720
13179,night,56721
6871,day,56722
10304,day,56723
1663,day,56724
8884,night,56725
13967,night,56726
750,day,56727
11213,day,56728
8538,night,56729
5479,day,56730
14137,day,56731
16281,day,56732
7699,day,56733
6992,day,56734
3079,day,56735
15879,day,56736
2422,day,56737
1644,night,56738
13529,day,56739
4735,day,56740
3335,night,56741
2017,day,56742
12252,night,56743
5937,day,56744
6251,day,56745
610,day,56746
6758,day,56747
12293,day,56748
12943,day,56749
126,night,56750
14935,day,56751
104,night,56752
12960,day,56753
6685,day,56754
10057,day,56755
5272,day,56756
9752,day,56757
7537,night,56758
44,night,56759
12573,day,56760
15420,night,56761
811,day,56762
8021,night,56763
8324,day,56764
3738,day,56765
10120,night,56766
15745,day,56767
2532,day,56768
13807,day,56769
7828,day,56770
7280,night,56771
5659,night,56772
15202,night,56773
5441,day,56774
12276,night,56775
14949,day,56776
7081,day,56777
9019,day,56778
7553,night,56779
5386,night,56780
11304,night,56781
12150,night,56782
15898,night,56783
16637,night,56784
14059,day,56785
15048,day,56786
8197,day,56787
8223,day,56788
1165,night,56789
1336,night,56790
3250,night,56791
12329,day,56792
1635,day,56793
45,night,56794
14395,day,56795
10896,night,56796
1995,night,56797
2917,night,56798
2067,day,56799
15199,day,56800
1438,day,56801
16582,day,56802
7401,night,56803
15710,day,56804
3298,day,56805
12888,day,56806
3176,night,56807
9043,day,56808
7995,night,56809
11856,day,56810
16401,day,56811
9669,night,56812
9908,day,56813
9638,day,56814
15664,night,56815
6844,night,56816
7450,day,56817
5561,day,56818
10792,night,56819
8265,day,56820
6565,day,56821
14611,day,56822
3602,night,56823
1325,day,56824
5638,night,56825
321,day,56826
10058,day,56827
10463,night,56828
6900,day,56829
14245,night,56830
5202,day,56831
10421,night,56832
14992,day,56833
882,day,56834
5005,night,56835
5047,day,56836
3539,day,56837
7447,day,56838
6042,night,56839
262,day,56840
12146,day,56841
13272,day,56842
7794,day,56843
3612,night,56844
3045,day,56845
15850,day,56846
10405,night,56847
14986,day,56848
8074,night,56849
12888,day,56850
16397,day,56851
3928,day,56852
3142,night,56853
4063,night,56854
14069,night,56855
1682,night,56856
814,day,56857
15036,day,56858
12328,night,56859
13872,day,56860
13219,night,56861
11876,day,56862
16601,day,56863
10956,night,56864
14120,night,56865
8572,day,56866
673,night,56867
10214,day,56868
443,day,56869
1570,night,56870
11595,day,56871
2634,night,56872
16343,day,56873
1072,night,56874
4053,night,56875
3030,night,56876
14918,night,56877
7958,day,56878
1758,day,56879
4769,night,56880
8531,day,56881
13801,day,56882
1129,day,56883
8023,night,56884
4594,day,56885
10603,day,56886
3072,day,56887
13094,night,56888
15835,day,56889
7508,night,56890
1733,night,56891
15155,night,56892
9272,day,56893
455,night,56894
14188,day,56895
15004,night,56896
5827,day,56897
5652,day,56898
16519,day,56899
3039,day,56900
2571,day,56901
15584,day,56902
15901,day,56903
5018,day,56904
2063,day,56905
2644,day,56906
7512,night,56907
11986,night,56908
14981,day,56909
11179,night,56910
6057,day,56911
16055,night,56912
13767,day,56913
11715,day,56914
5307,day,56915
9997,night,56916
7457,night,56917
738,night,56918
6192,night,56919
7225,day,56920
9798,night,56921
1082,day,56922
11171,day,56923
5291,night,56924
1984,day,56925
5278,day,56926
13003,day,56927
7903,day,56928
10366,night,56929
5979,night,56930
5796,night,56931
9044,night,56932
7291,night,56933
3890,night,56934
12664,day,56935
9393,day,56936
12206,day,56937
2681,day,56938
16611,day,56939
16312,day,56940
7042,day,56941
1310,day,56942
11623,day,56943
15223,day,56944
11143,day,56945
10119,day,56946
16344,day,56947
13175,night,56948
4395,night,56949
1940,night,56950
2658,day,56951
13334,night,56952
3341,day,56953
195,day,56954
14174,day,56955
12824,day,56956
1491,night,56957
13477,day,56958
9794,day,56959
7513,night,56960
12286,night,56961
4845,day,56962
8849,day,56963
1813,day,56964
10226,night,56965
6907,day,56966
110,night,56967
10504,night,56968
14705,day,56969
6889,day,56970
13609,day,56971
15618,day,56972
14656,day,56973
8789,night,56974
7711,night,56975
3519,night,56976
11778,day,56977
3266,day,56978
13571,night,56979
9113,night,56980
6620,night,56981
8899,day,56982
11640,night,56983
781,night,56984
7128,day,56985
1804,day,56986
13099,night,56987
6918,night,56988
83,day,56989
13824,night,56990
5495,day,56991
8698,night,56992
1797,day,56993
14805,day,56994
14104,night,56995
15531,night,56996
1224,night,56997
917,day,56998
4268,day,56999
16559,night,57000
7946,night,57001
14374,night,57002
14237,night,57003
5917,day,57004
12558,day,57005
4308,day,57006
280,day,57007
15465,night,57008
7618,night,57009
8811,day,57010
4274,day,57011
568,day,57012
13115,day,57013
5379,day,57014
11443,day,57015
10954,day,57016
557,night,57017
2609,day,57018
13427,night,57019
9509,day,57020
12803,night,57021
12219,day,57022
4408,day,57023
6054,day,57024
1816,day,57025
6894,night,57026
10062,night,57027
14408,night,57028
12612,day,57029
9395,day,57030
16125,night,57031
11230,day,57032
10189,night,57033
13989,night,57034
15282,night,57035
16419,day,57036
6636,night,57037
625,night,57038
852,day,57039
11101,day,57040
10411,day,57041
6752,day,57042
1059,night,57043
1107,night,57044
8750,day,57045
504,night,57046
13156,day,57047
5474,day,57048
13900,day,57049
9713,night,57050
5176,night,57051
14833,day,57052
9362,day,57053
7287,night,57054
580,day,57055
13004,day,57056
2444,day,57057
4926,day,57058
16692,day,57059
5551,day,57060
549,night,57061
15282,night,57062
12280,day,57063
440,day,57064
14909,night,57065
9905,day,57066
9606,night,57067
3950,night,57068
15119,day,57069
14717,day,57070
8469,day,57071
7204,day,57072
16277,day,57073
3979,day,57074
1782,day,57075
3318,day,57076
5305,night,57077
14507,day,57078
8035,day,57079
6020,day,57080
2685,night,57081
15401,day,57082
15901,day,57083
8485,day,57084
10725,night,57085
11345,night,57086
5235,day,57087
12879,day,57088
8018,day,57089
9682,night,57090
4263,night,57091
14332,night,57092
5451,day,57093
6770,day,57094
15734,day,57095
12631,day,57096
8854,day,57097
375,day,57098
4146,day,57099
16204,day,57100
5147,night,57101
14666,night,57102
368,day,57103
8148,day,57104
16637,night,57105
9163,night,57106
9391,night,57107
255,day,57108
9177,night,57109
3335,day,57110
10531,night,57111
11406,day,57112
267,day,57113
8265,night,57114
7707,day,57115
1350,day,57116
15151,night,57117
10431,night,57118
4776,day,57119
12359,night,57120
3920,day,57121
2860,night,57122
2992,night,57123
6430,day,57124
14313,night,57125
3948,night,57126
9630,day,57127
9987,day,57128
6770,night,57129
6909,night,57130
2330,day,57131
15090,night,57132
14995,night,57133
12975,day,57134
2998,night,57135
7266,day,57136
12995,night,57137
14123,night,57138
12685,day,57139
1317,day,57140
12823,night,57141
4989,day,57142
3447,night,57143
15613,night,57144
11708,night,57145
6811,night,57146
652,night,57147
10831,night,57148
8343,day,57149
4887,day,57150
902,night,57151
8969,night,57152
8643,night,57153
682,day,57154
10219,day,57155
12115,night,57156
9971,day,57157
954,day,57158
15257,day,57159
9145,night,57160
6709,night,57161
15067,night,57162
8973,day,57163
2145,day,57164
9783,night,57165
12597,day,57166
5048,day,57167
7950,night,57168
10055,night,57169
6935,day,57170
1999,night,57171
15109,night,57172
10741,day,57173
7639,night,57174
8752,day,57175
8391,night,57176
7252,day,57177
3436,night,57178
12853,day,57179
3366,day,57180
4777,night,57181
4190,day,57182
6980,day,57183
9149,night,57184
2517,night,57185
10969,night,57186
1195,day,57187
14130,night,57188
9254,night,57189
13170,day,57190
4498,night,57191
2430,day,57192
16107,day,57193
3042,night,57194
53,night,57195
3824,day,57196
8919,day,57197
13985,day,57198
13876,day,57199
6058,day,57200
12241,night,57201
16373,day,57202
14215,day,57203
7082,day,57204
5405,day,57205
5636,day,57206
1031,day,57207
12735,night,57208
15008,day,57209
6940,night,57210
10018,day,57211
11160,night,57212
9126,day,57213
9405,day,57214
1739,night,57215
8404,day,57216
12415,day,57217
6895,day,57218
13757,day,57219
15603,day,57220
11065,night,57221
10277,day,57222
11290,night,57223
2934,day,57224
13609,day,57225
2506,night,57226
15490,night,57227
10732,night,57228
413,night,57229
6549,day,57230
2679,day,57231
10503,night,57232
2535,day,57233
5620,day,57234
12930,night,57235
10592,night,57236
14369,day,57237
11917,night,57238
12657,night,57239
11633,day,57240
9611,night,57241
5461,day,57242
4552,night,57243
14650,day,57244
8590,night,57245
14916,day,57246
1087,night,57247
11611,night,57248
12902,night,57249
10021,day,57250
373,day,57251
11038,day,57252
13571,night,57253
13741,night,57254
15368,day,57255
2526,night,57256
5722,night,57257
8607,night,57258
15994,day,57259
1659,night,57260
12011,night,57261
13777,day,57262
11622,day,57263
2864,day,57264
8078,day,57265
6042,day,57266
11191,day,57267
12972,day,57268
13364,night,57269
13502,day,57270
7132,night,57271
15144,night,57272
10559,day,57273
5962,day,57274
1060,day,57275
14516,day,57276
15221,day,57277
15073,day,57278
7642,night,57279
16213,day,57280
11850,day,57281
2470,night,57282
11209,night,57283
3273,night,57284
15664,day,57285
4972,day,57286
4997,day,57287
14263,day,57288
12367,day,57289
10270,day,57290
140,day,57291
9813,day,57292
11985,day,57293
3066,day,57294
1730,day,57295
15698,night,57296
1058,day,57297
7335,day,57298
4302,day,57299
11072,night,57300
10170,day,57301
6996,night,57302
2023,day,57303
7140,night,57304
1463,day,57305
9010,day,57306
4908,day,57307
1460,day,57308
2799,day,57309
762,day,57310
10517,night,57311
2712,night,57312
13527,day,57313
7565,night,57314
3822,night,57315
7020,day,57316
611,night,57317
14172,day,57318
7718,night,57319
15064,day,57320
10772,night,57321
15000,day,57322
9827,night,57323
14722,day,57324
1709,day,57325
8398,night,57326
7538,night,57327
4733,day,57328
8359,day,57329
14926,day,57330
9042,day,57331
10400,day,57332
4865,day,57333
16135,night,57334
4520,day,57335
888,day,57336
2131,day,57337
5187,day,57338
6767,night,57339
3674,night,57340
9476,night,57341
4349,day,57342
4081,night,57343
12835,night,57344
10929,night,57345
15102,day,57346
12469,night,57347
15516,night,57348
1898,night,57349
15474,day,57350
10059,night,57351
1283,day,57352
915,day,57353
14788,day,57354
8980,day,57355
9280,night,57356
3926,day,57357
12872,day,57358
5195,day,57359
8266,day,57360
14151,day,57361
1053,night,57362
4701,day,57363
454,day,57364
828,day,57365
16576,night,57366
10223,night,57367
10177,day,57368
15618,day,57369
5695,night,57370
2291,day,57371
6207,day,57372
1655,day,57373
7802,day,57374
6681,night,57375
8759,day,57376
8029,day,57377
4813,night,57378
14013,day,57379
8622,day,57380
12476,day,57381
1423,day,57382
13643,night,57383
4999,night,57384
13689,night,57385
5432,day,57386
7041,night,57387
4432,night,57388
7460,night,57389
2308,day,57390
9312,night,57391
8661,day,57392
6437,night,57393
15115,day,57394
8815,day,57395
8701,day,57396
10775,night,57397
14602,day,57398
14201,day,57399
6401,day,57400
3384,day,57401
12163,day,57402
3404,day,57403
10659,night,57404
6193,night,57405
1571,day,57406
816,night,57407
13133,day,57408
1016,day,57409
10598,night,57410
133,day,57411
16257,night,57412
13143,night,57413
5985,day,57414
16489,day,57415
9089,day,57416
16147,night,57417
3442,night,57418
5807,night,57419
5386,day,57420
16361,day,57421
9868,night,57422
8493,day,57423
1224,day,57424
12834,day,57425
11652,day,57426
5031,night,57427
5277,day,57428
6360,day,57429
5384,night,57430
183,day,57431
6235,day,57432
5353,night,57433
3816,day,57434
12440,night,57435
3400,day,57436
844,night,57437
3219,night,57438
8053,night,57439
15042,day,57440
1079,night,57441
177,night,57442
503,day,57443
7297,day,57444
3898,day,57445
3316,night,57446
11562,night,57447
15575,night,57448
12665,night,57449
5693,day,57450
2462,night,57451
1785,night,57452
15338,day,57453
15713,night,57454
11620,night,57455
3630,day,57456
9875,night,57457
16112,night,57458
11651,night,57459
16610,night,57460
6165,night,57461
12728,night,57462
4076,day,57463
15785,day,57464
14985,day,57465
2741,night,57466
2748,day,57467
15367,day,57468
13285,day,57469
4986,night,57470
10550,night,57471
4037,day,57472
428,day,57473
8659,night,57474
3552,day,57475
7481,day,57476
10035,day,57477
4728,day,57478
9921,night,57479
13376,day,57480
11913,day,57481
12835,day,57482
1847,night,57483
2233,night,57484
3112,day,57485
12001,day,57486
11689,day,57487
6992,night,57488
9420,day,57489
13163,night,57490
1213,day,57491
3117,day,57492
5733,night,57493
10903,night,57494
1545,day,57495
14589,night,57496
14042,day,57497
3181,night,57498
1376,night,57499
11462,night,57500
240,day,57501
9275,night,57502
10098,day,57503
1857,day,57504
14282,day,57505
11223,day,57506
12449,day,57507
12712,night,57508
10009,night,57509
12364,night,57510
14985,night,57511
13580,day,57512
9086,day,57513
11644,day,57514
8095,night,57515
3078,night,57516
15416,day,57517
12059,day,57518
10162,day,57519
9824,day,57520
8353,day,57521
1021,night,57522
6407,day,57523
9839,day,57524
1415,night,57525
14777,day,57526
4267,day,57527
2999,night,57528
11969,night,57529
12593,night,57530
1442,day,57531
11610,night,57532
3571,night,57533
13622,day,57534
2741,day,57535
5131,night,57536
171,day,57537
5369,night,57538
2663,night,57539
8126,day,57540
7920,night,57541
11275,day,57542
16737,day,57543
5792,day,57544
6580,night,57545
5340,night,57546
6056,night,57547
6284,day,57548
754,night,57549
15456,day,57550
266,night,57551
16344,day,57552
85,day,57553
9439,day,57554
9674,night,57555
9129,day,57556
15220,day,57557
13431,day,57558
13817,day,57559
15775,night,57560
10258,day,57561
3912,day,57562
2349,day,57563
63,day,57564
13156,day,57565
9942,day,57566
7360,day,57567
2735,day,57568
9828,day,57569
14629,day,57570
11254,night,57571
12353,day,57572
5286,day,57573
10171,day,57574
1181,day,57575
2762,night,57576
1718,night,57577
418,night,57578
1480,night,57579
13724,night,57580
13516,day,57581
8300,day,57582
16356,night,57583
5803,day,57584
8008,night,57585
6341,night,57586
10205,night,57587
1857,day,57588
8218,day,57589
8171,day,57590
2653,day,57591
9287,night,57592
2307,night,57593
6633,night,57594
11945,night,57595
15110,day,57596
14953,day,57597
12007,day,57598
12127,day,57599
10833,night,57600
5397,day,57601
138,night,57602
13929,day,57603
4510,day,57604
13571,night,57605
5727,day,57606
15518,day,57607
1223,night,57608
16619,day,57609
8877,day,57610
3847,day,57611
12194,night,57612
994,night,57613
9754,day,57614
13861,day,57615
542,day,57616
4958,night,57617
6323,day,57618
9799,day,57619
16078,night,57620
8865,night,57621
1512,night,57622
10569,night,57623
3065,day,57624
11454,day,57625
8463,night,57626
6278,day,57627
100,night,57628
12960,day,57629
2547,night,57630
9339,day,57631
5670,night,57632
2295,day,57633
7497,night,57634
4361,night,57635
10764,day,57636
725,night,57637
2177,day,57638
12372,day,57639
15203,night,57640
5324,day,57641
5638,day,57642
15311,day,57643
5179,day,57644
338,day,57645
4640,day,57646
6768,day,57647
12447,day,57648
11471,day,57649
7486,night,57650
8124,night,57651
9251,day,57652
9263,day,57653
12103,day,57654
1245,day,57655
12651,day,57656
6283,night,57657
10516,day,57658
10016,day,57659
15289,day,57660
6701,night,57661
8345,day,57662
1965,night,57663
16115,day,57664
10255,night,57665
11004,day,57666
12916,day,57667
5249,day,57668
534,day,57669
9516,night,57670
5449,day,57671
8334,day,57672
3944,night,57673
2190,day,57674
10859,night,57675
11781,day,57676
6303,day,57677
1491,day,57678
9010,day,57679
10436,night,57680
12027,night,57681
12339,day,57682
13156,night,57683
11497,day,57684
313,night,57685
3548,day,57686
16080,day,57687
4608,day,57688
11894,day,57689
15054,night,57690
12845,night,57691
96,night,57692
17,day,57693
13409,night,57694
2646,night,57695
11957,day,57696
8282,day,57697
1062,night,57698
11280,day,57699
4508,night,57700
1449,day,57701
9206,day,57702
13141,night,57703
8823,night,57704
1312,day,57705
14454,day,57706
3787,night,57707
5797,night,57708
1427,day,57709
13422,day,57710
16564,day,57711
13921,night,57712
7686,night,57713
999,night,57714
5733,day,57715
1583,day,57716
8812,night,57717
4988,day,57718
5864,day,57719
8055,night,57720
16026,day,57721
6717,night,57722
5056,day,57723
8565,night,57724
12118,day,57725
1286,night,57726
16574,day,57727
7751,night,57728
13862,day,57729
8793,day,57730
9263,night,57731
5042,night,57732
2491,night,57733
14761,day,57734
15796,day,57735
6786,day,57736
6452,day,57737
14127,day,57738
10660,day,57739
2978,night,57740
14499,day,57741
8355,night,57742
16652,day,57743
3348,day,57744
8708,night,57745
6194,day,57746
260,night,57747
13786,day,57748
8370,day,57749
11996,night,57750
14835,day,57751
13435,day,57752
6793,night,57753
14108,day,57754
1590,night,57755
8999,night,57756
11035,night,57757
15853,day,57758
7906,day,57759
12671,night,57760
1076,day,57761
8707,day,57762
1948,night,57763
14345,day,57764
10229,day,57765
13233,day,57766
6349,day,57767
12707,day,57768
14034,night,57769
4942,day,57770
3256,night,57771
10527,night,57772
14047,day,57773
14128,day,57774
8145,night,57775
4880,day,57776
300,night,57777
6458,day,57778
12844,night,57779
1884,day,57780
9302,day,57781
4612,day,57782
8964,night,57783
13884,day,57784
591,night,57785
16206,night,57786
1603,night,57787
8299,day,57788
15609,day,57789
923,night,57790
13730,night,57791
5847,day,57792
15285,night,57793
13532,day,57794
4425,day,57795
2279,day,57796
4926,night,57797
13495,night,57798
5723,night,57799
14798,day,57800
5127,day,57801
13597,day,57802
2254,day,57803
5290,night,57804
12502,day,57805
3413,night,57806
1364,day,57807
10261,night,57808
985,day,57809
16306,night,57810
6008,night,57811
15848,day,57812
418,day,57813
3236,night,57814
14371,night,57815
15545,day,57816
6083,day,57817
6678,night,57818
78,day,57819
3712,day,57820
14845,day,57821
1185,day,57822
12103,day,57823
15773,night,57824
15088,night,57825
15874,night,57826
5647,day,57827
9485,night,57828
2112,day,57829
3865,day,57830
9534,day,57831
12310,day,57832
14528,night,57833
6873,night,57834
12644,day,57835
14139,day,57836
2510,day,57837
5485,day,57838
10329,day,57839
1624,day,57840
2024,night,57841
5335,day,57842
5332,day,57843
13899,day,57844
1922,day,57845
4006,night,57846
11642,day,57847
9964,day,57848
2011,day,57849
11255,day,57850
11384,day,57851
16180,night,57852
5151,night,57853
1869,day,57854
14841,day,57855
4349,night,57856
15004,night,57857
14461,night,57858
1940,day,57859
10198,day,57860
1313,day,57861
4014,day,57862
4625,day,57863
10017,night,57864
1615,night,57865
6283,night,57866
5664,night,57867
163,night,57868
10982,night,57869
8959,night,57870
8882,day,57871
7798,day,57872
7679,day,57873
2159,day,57874
8503,night,57875
5999,day,57876
8523,day,57877
6837,day,57878
3853,day,57879
11724,day,57880
2288,day,57881
8091,day,57882
11388,night,57883
3701,night,57884
11318,day,57885
5720,day,57886
12374,day,57887
4338,day,57888
11465,day,57889
12122,day,57890
6851,night,57891
3814,night,57892
9238,day,57893
15461,night,57894
12019,night,57895
10098,night,57896
4527,day,57897
11671,night,57898
3238,day,57899
15235,night,57900
11903,night,57901
8106,night,57902
7375,night,57903
10185,day,57904
11853,night,57905
13085,day,57906
9910,night,57907
1168,day,57908
13456,night,57909
14774,night,57910
16102,day,57911
4957,night,57912
6649,night,57913
7935,day,57914
6650,day,57915
1488,day,57916
5195,day,57917
8804,day,57918
567,day,57919
7492,night,57920
7446,night,57921
14692,day,57922
781,night,57923
3737,day,57924
3600,day,57925
2798,day,57926
5273,day,57927
5639,night,57928
2038,night,57929
11377,day,57930
16104,night,57931
9172,day,57932
1528,day,57933
6042,day,57934
2724,night,57935
15832,day,57936
8014,day,57937
2139,day,57938
1670,day,57939
14525,night,57940
9418,night,57941
901,day,57942
4281,day,57943
13401,night,57944
7984,day,57945
11073,day,57946
2063,day,57947
10255,night,57948
7666,night,57949
4600,day,57950
12460,day,57951
13264,night,57952
3415,night,57953
6007,night,57954
2719,day,57955
9622,day,57956
4310,day,57957
12786,night,57958
1517,night,57959
2369,day,57960
4219,day,57961
2919,day,57962
14884,night,57963
11014,night,57964
13706,day,57965
6503,night,57966
559,night,57967
13483,night,57968
4918,day,57969
11141,night,57970
972,day,57971
6123,night,57972
4028,night,57973
4068,night,57974
4170,day,57975
6987,night,57976
3709,night,57977
6808,day,57978
15483,day,57979
14721,day,57980
3908,day,57981
9488,night,57982
7193,night,57983
159,night,57984
12507,night,57985
846,night,57986
7642,night,57987
10032,day,57988
14478,day,57989
13918,day,57990
1683,night,57991
5142,day,57992
6269,day,57993
4446,day,57994
14630,night,57995
3932,night,57996
15125,night,57997
11602,day,57998
11395,day,57999
13757,day,58000
15896,day,58001
5149,night,58002
2478,night,58003
5274,night,58004
6303,day,58005
13172,day,58006
16202,day,58007
12352,day,58008
7335,day,58009
511,day,58010
7702,day,58011
3766,night,58012
516,day,58013
14316,night,58014
5646,day,58015
9459,night,58016
445,day,58017
13076,night,58018
14896,night,58019
15170,day,58020
7200,night,58021
4037,day,58022
8470,day,58023
13892,day,58024
3663,day,58025
3495,day,58026
8971,day,58027
10233,night,58028
10536,night,58029
4560,night,58030
616,day,58031
8031,day,58032
3490,day,58033
7390,night,58034
1946,day,58035
7622,day,58036
2897,day,58037
2211,day,58038
2960,day,58039
1362,night,58040
9127,day,58041
8095,day,58042
5783,day,58043
1031,day,58044
13896,day,58045
8985,night,58046
11800,day,58047
213,day,58048
1111,day,58049
11597,day,58050
11297,day,58051
3636,day,58052
2759,night,58053
7344,day,58054
2459,day,58055
4405,day,58056
9168,day,58057
9160,day,58058
15928,day,58059
3553,night,58060
11853,day,58061
16527,day,58062
13141,night,58063
12377,day,58064
6502,night,58065
15287,night,58066
1728,night,58067
13649,night,58068
3599,night,58069
82,day,58070
4920,night,58071
15346,day,58072
8179,day,58073
8438,day,58074
14476,day,58075
9787,night,58076
5826,day,58077
9214,day,58078
10286,night,58079
2648,night,58080
16159,night,58081
4787,day,58082
6134,night,58083
9122,day,58084
132,night,58085
10785,day,58086
13953,night,58087
14345,day,58088
6045,night,58089
13472,day,58090
3869,night,58091
1527,day,58092
440,night,58093
4582,night,58094
6891,day,58095
4941,night,58096
2923,day,58097
13148,day,58098
14296,day,58099
922,day,58100
976,day,58101
7289,night,58102
529,day,58103
15167,night,58104
15382,day,58105
252,day,58106
8722,day,58107
13738,day,58108
15019,night,58109
8690,day,58110
13626,night,58111
11359,day,58112
1966,night,58113
2714,day,58114
12799,night,58115
3533,night,58116
9843,day,58117
16120,night,58118
11494,day,58119
3035,day,58120
8270,day,58121
11923,night,58122
9726,night,58123
5750,day,58124
8047,day,58125
8188,night,58126
14572,day,58127
13353,night,58128
10049,day,58129
5334,day,58130
6502,night,58131
9998,day,58132
16504,day,58133
2695,day,58134
15483,night,58135
702,day,58136
3568,day,58137
6164,day,58138
7981,day,58139
4372,day,58140
7841,night,58141
9581,day,58142
2063,day,58143
7268,night,58144
12959,night,58145
3820,night,58146
163,day,58147
973,night,58148
13196,night,58149
5571,night,58150
8261,day,58151
15150,night,58152
7638,day,58153
8161,day,58154
4891,day,58155
7938,night,58156
10468,night,58157
9580,day,58158
9620,day,58159
413,night,58160
14312,night,58161
8133,day,58162
2735,night,58163
11636,day,58164
15048,day,58165
8521,day,58166
14103,day,58167
697,day,58168
16416,night,58169
16355,night,58170
15901,night,58171
12997,day,58172
13321,day,58173
5266,night,58174
14184,day,58175
3805,night,58176
10198,night,58177
5522,day,58178
7002,night,58179
5060,day,58180
11094,day,58181
350,day,58182
5902,day,58183
15955,night,58184
3056,day,58185
12929,day,58186
6345,day,58187
10579,day,58188
15945,night,58189
3101,day,58190
4172,night,58191
15402,day,58192
1364,night,58193
2674,night,58194
7640,night,58195
11024,night,58196
13884,day,58197
16072,day,58198
4664,night,58199
5156,day,58200
13236,night,58201
10103,day,58202
3409,night,58203
8027,day,58204
15628,day,58205
13768,day,58206
10152,night,58207
12425,day,58208
9248,night,58209
8642,day,58210
16125,day,58211
14391,day,58212
7208,day,58213
9264,night,58214
1529,night,58215
12547,day,58216
12854,night,58217
3869,day,58218
5063,day,58219
4637,day,58220
2978,night,58221
5584,day,58222
3561,day,58223
3080,day,58224
208,day,58225
7971,day,58226
9562,night,58227
10104,day,58228
1813,day,58229
10671,day,58230
2537,night,58231
10840,day,58232
9038,day,58233
16552,day,58234
2348,night,58235
2733,day,58236
13161,day,58237
12877,day,58238
3842,night,58239
11804,night,58240
14852,day,58241
2898,night,58242
8510,day,58243
4442,day,58244
8240,day,58245
6776,day,58246
14705,night,58247
6236,day,58248
4816,night,58249
11257,night,58250
6277,night,58251
9386,day,58252
9357,day,58253
9129,day,58254
2046,night,58255
10056,night,58256
3838,night,58257
14972,night,58258
7845,night,58259
14757,night,58260
2719,day,58261
3909,night,58262
15903,day,58263
4023,night,58264
12045,day,58265
10541,night,58266
663,day,58267
8047,day,58268
1900,night,58269
5978,day,58270
1582,day,58271
11651,day,58272
7638,day,58273
3620,night,58274
16389,day,58275
16244,day,58276
3945,night,58277
9205,night,58278
10513,night,58279
9810,day,58280
5071,day,58281
13092,day,58282
15036,day,58283
13593,day,58284
5679,night,58285
6444,day,58286
3151,day,58287
7545,night,58288
4836,night,58289
11753,day,58290
13542,day,58291
3973,day,58292
1689,night,58293
4212,day,58294
7263,day,58295
16,day,58296
15616,day,58297
6979,day,58298
5644,day,58299
11457,night,58300
10702,day,58301
6880,day,58302
1843,night,58303
9650,night,58304
9444,night,58305
2036,night,58306
13282,day,58307
1930,day,58308
2871,night,58309
8670,night,58310
10247,day,58311
5494,night,58312
4311,night,58313
2096,night,58314
7772,day,58315
1139,night,58316
5492,day,58317
12153,day,58318
10717,day,58319
13366,night,58320
15948,day,58321
15612,day,58322
5052,night,58323
15751,day,58324
15096,night,58325
9986,night,58326
16019,night,58327
14679,night,58328
284,night,58329
9232,day,58330
12810,day,58331
8088,day,58332
10220,day,58333
13772,day,58334
13593,night,58335
7582,day,58336
13736,night,58337
10809,night,58338
9843,day,58339
2880,day,58340
6495,night,58341
1625,day,58342
8860,day,58343
12384,day,58344
13932,day,58345
13342,day,58346
4638,night,58347
9185,night,58348
15512,day,58349
12690,day,58350
7595,day,58351
3680,night,58352
12757,night,58353
10741,day,58354
2110,night,58355
9300,night,58356
13782,night,58357
6454,day,58358
10885,night,58359
7763,night,58360
304,night,58361
5078,night,58362
14242,day,58363
14586,night,58364
2025,day,58365
15628,day,58366
715,day,58367
7088,night,58368
11161,day,58369
16365,day,58370
12923,day,58371
7140,day,58372
13071,day,58373
13555,day,58374
10696,night,58375
9736,night,58376
9574,day,58377
12940,night,58378
13727,night,58379
10736,day,58380
444,night,58381
5628,night,58382
12457,day,58383
10074,night,58384
2750,night,58385
15381,day,58386
16033,day,58387
5284,night,58388
6795,night,58389
9113,day,58390
14832,day,58391
6583,night,58392
12966,night,58393
14490,night,58394
11156,day,58395
14168,day,58396
11367,day,58397
5712,day,58398
14652,night,58399
14750,day,58400
1520,night,58401
