Genreid,Day 
5617,Friday
16436,Thursday
4561,Wednesday
5126,Thursday
16487,Saturday
15033,Friday
13860,Tuesday
1822,Sunday
3003,Monday
5769,Friday
14596,Sunday
15382,Friday
12978,Monday
16537,Thursday
1709,Monday
8244,Friday
3476,Friday
3650,Sunday
6251,Monday
3871,Wednesday
3551,Tuesday
8267,Thursday
5505,Friday
3901,Sunday
3098,Thursday
5963,Thursday
6678,Friday
14375,Thursday
5325,Sunday
4802,Saturday
709,Sunday
15359,Friday
184,Sunday
16601,Monday
11824,Friday
11421,Sunday
5947,Thursday
14472,Monday
3394,Tuesday
15887,Tuesday
15165,Saturday
3050,Tuesday
13043,Friday
16110,Friday
5181,Saturday
10618,Monday
10795,Saturday
7190,Monday
14988,Saturday
9794,Monday
6072,Tuesday
9159,Saturday
5472,Tuesday
3481,Friday
16699,Tuesday
12032,Tuesday
16420,Wednesday
16474,Sunday
1720,Sunday
3532,Saturday
8453,Friday
2732,Saturday
6548,Tuesday
1719,Saturday
2115,Monday
15674,Tuesday
6451,Sunday
12633,Tuesday
13163,Tuesday
6652,Tuesday
13422,Sunday
2986,Friday
16435,Friday
8422,Saturday
10878,Saturday
7508,Thursday
10548,Sunday
11336,Sunday
3553,Tuesday
10834,Sunday
10847,Friday
13922,Sunday
7747,Thursday
4173,Tuesday
164,Sunday
4966,Wednesday
8469,Thursday
4752,Saturday
10170,Saturday
2885,Thursday
14438,Tuesday
1793,Sunday
7334,Monday
13420,Wednesday
11266,Friday
3740,Thursday
8605,Monday
11748,Tuesday
309,Sunday
343,Wednesday
4299,Sunday
14650,Friday
3340,Thursday
14011,Sunday
1600,Friday
15135,Monday
3950,Tuesday
7432,Tuesday
864,Tuesday
12786,Monday
8183,Thursday
12416,Thursday
300,Friday
9968,Monday
10910,Saturday
16015,Monday
5503,Sunday
8246,Thursday
7644,Wednesday
15557,Tuesday
10925,Friday
16120,Wednesday
5663,Wednesday
715,Thursday
8493,Thursday
14546,Sunday
1502,Monday
12798,Wednesday
6069,Saturday
12384,Saturday
342,Friday
2516,Tuesday
7136,Wednesday
9722,Wednesday
16268,Saturday
6391,Wednesday
13758,Thursday
14919,Wednesday
162,Tuesday
14386,Wednesday
16413,Sunday
13873,Sunday
13939,Tuesday
6102,Sunday
4421,Monday
1826,Thursday
10265,Thursday
6414,Saturday
2300,Monday
15247,Sunday
14079,Saturday
10313,Friday
12285,Tuesday
16322,Monday
2792,Monday
1991,Thursday
234,Tuesday
3599,Monday
1857,Wednesday
11676,Monday
5275,Wednesday
2198,Wednesday
14411,Friday
11756,Wednesday
1409,Sunday
4346,Tuesday
8987,Monday
1378,Sunday
16210,Monday
3904,Tuesday
14427,Wednesday
15457,Saturday
15515,Thursday
1652,Thursday
7302,Monday
14991,Sunday
9762,Friday
12947,Wednesday
8975,Tuesday
12400,Sunday
452,Sunday
7005,Thursday
1284,Wednesday
153,Wednesday
3291,Friday
12821,Saturday
14998,Wednesday
1894,Monday
4089,Tuesday
5995,Thursday
12180,Thursday
10090,Thursday
13144,Monday
14457,Tuesday
15210,Friday
11200,Wednesday
6682,Friday
16369,Wednesday
8501,Tuesday
8639,Saturday
11247,Friday
6259,Thursday
11552,Wednesday
10176,Friday
6340,Wednesday
1797,Wednesday
1363,Friday
6304,Sunday
12757,Sunday
15877,Saturday
1117,Tuesday
13820,Friday
4744,Tuesday
16311,Friday
11377,Thursday
5676,Tuesday
14319,Thursday
15672,Monday
8744,Tuesday
3075,Saturday
3299,Saturday
14490,Wednesday
552,Tuesday
10108,Thursday
5718,Tuesday
15052,Friday
3826,Friday
14995,Wednesday
13086,Wednesday
7270,Friday
8919,Friday
4171,Monday
14368,Sunday
15237,Sunday
12655,Friday
8701,Thursday
6853,Monday
2398,Tuesday
13297,Monday
4405,Tuesday
117,Friday
16323,Saturday
9502,Saturday
16260,Saturday
1746,Tuesday
14395,Friday
6642,Sunday
14310,Saturday
8911,Saturday
2554,Monday
5975,Wednesday
15879,Sunday
7223,Tuesday
11332,Monday
3879,Wednesday
1853,Wednesday
15252,Monday
3305,Friday
7482,Thursday
5155,Friday
16082,Thursday
6274,Friday
3698,Wednesday
7005,Friday
2790,Thursday
12408,Sunday
13678,Friday
12282,Wednesday
2450,Sunday
6196,Thursday
13152,Thursday
9338,Tuesday
14578,Thursday
8456,Monday
15512,Thursday
1979,Friday
8207,Wednesday
16021,Friday
3290,Friday
5605,Monday
14118,Thursday
13554,Sunday
14267,Wednesday
12861,Wednesday
7087,Wednesday
14665,Tuesday
11022,Friday
11145,Sunday
2253,Friday
14182,Tuesday
8300,Tuesday
15295,Sunday
1897,Wednesday
9863,Wednesday
6055,Wednesday
798,Sunday
3551,Sunday
9974,Friday
10392,Tuesday
8997,Saturday
14027,Monday
5844,Saturday
15125,Wednesday
10826,Tuesday
13156,Friday
8606,Wednesday
4318,Thursday
3129,Monday
287,Tuesday
12512,Friday
1877,Sunday
2220,Sunday
12743,Monday
13747,Saturday
8679,Saturday
948,Monday
9521,Wednesday
9258,Sunday
30,Saturday
12797,Monday
7170,Saturday
337,Wednesday
7761,Monday
4139,Tuesday
1840,Friday
8128,Friday
15240,Thursday
16531,Saturday
6560,Sunday
9321,Sunday
8970,Friday
4890,Wednesday
11190,Friday
7945,Saturday
7082,Wednesday
815,Wednesday
12295,Thursday
11842,Wednesday
3574,Saturday
5725,Friday
9545,Thursday
8270,Thursday
14150,Friday
10630,Thursday
15135,Tuesday
3848,Friday
13221,Saturday
10303,Monday
7011,Sunday
7007,Friday
3107,Sunday
5698,Sunday
4809,Monday
9926,Tuesday
2571,Friday
13757,Sunday
8589,Wednesday
6843,Tuesday
5591,Monday
310,Thursday
10333,Sunday
5801,Sunday
5425,Monday
2889,Tuesday
1730,Saturday
3330,Friday
15326,Thursday
568,Saturday
13328,Saturday
5315,Friday
629,Friday
13894,Wednesday
10416,Monday
4908,Wednesday
2406,Tuesday
10643,Saturday
9692,Tuesday
7883,Tuesday
11169,Friday
7868,Saturday
14955,Friday
4199,Friday
4274,Saturday
11045,Sunday
6999,Saturday
6102,Tuesday
3969,Wednesday
15790,Friday
12174,Saturday
8508,Friday
13820,Monday
7102,Saturday
13013,Saturday
14036,Wednesday
16702,Sunday
8109,Sunday
3608,Tuesday
1033,Tuesday
5800,Saturday
12890,Thursday
9949,Monday
11186,Sunday
8984,Thursday
16416,Sunday
11370,Monday
16095,Wednesday
6043,Tuesday
3282,Wednesday
11339,Saturday
3880,Tuesday
1073,Tuesday
14128,Monday
14901,Monday
7155,Monday
12760,Saturday
1669,Wednesday
11166,Monday
14550,Saturday
3060,Monday
901,Tuesday
10809,Friday
12554,Tuesday
11850,Friday
15550,Saturday
8160,Saturday
15876,Friday
4566,Sunday
10528,Friday
1734,Saturday
15224,Tuesday
1039,Wednesday
3106,Wednesday
8311,Thursday
1168,Saturday
7907,Sunday
16088,Thursday
2448,Sunday
11591,Wednesday
13129,Monday
11213,Thursday
6618,Sunday
835,Tuesday
8862,Friday
13049,Thursday
16405,Friday
10671,Saturday
9918,Tuesday
16202,Monday
15603,Wednesday
4783,Tuesday
8380,Sunday
3410,Wednesday
4704,Monday
15377,Tuesday
3615,Saturday
2039,Sunday
2039,Thursday
5983,Monday
16245,Thursday
10707,Monday
9975,Friday
6890,Sunday
9767,Monday
2357,Sunday
11834,Thursday
12315,Sunday
3109,Thursday
8244,Wednesday
5003,Monday
7746,Thursday
6649,Monday
8051,Saturday
7860,Friday
4538,Tuesday
9676,Tuesday
16159,Wednesday
5266,Friday
6230,Tuesday
9540,Friday
6615,Saturday
5800,Saturday
643,Thursday
3536,Tuesday
7367,Saturday
13062,Friday
7251,Saturday
16248,Sunday
13986,Friday
9335,Monday
960,Monday
10527,Wednesday
13539,Thursday
12381,Thursday
12754,Tuesday
12856,Friday
14216,Saturday
10675,Thursday
4055,Thursday
12101,Monday
14952,Friday
16437,Saturday
6308,Monday
9789,Thursday
6970,Thursday
65,Monday
5365,Saturday
1049,Saturday
13511,Thursday
15936,Sunday
1065,Thursday
12573,Wednesday
4600,Sunday
671,Thursday
9848,Wednesday
12585,Wednesday
9452,Friday
6618,Wednesday
6350,Sunday
11996,Thursday
5021,Sunday
6689,Wednesday
4273,Saturday
321,Sunday
9499,Thursday
10930,Saturday
13140,Wednesday
13985,Monday
2347,Monday
8919,Monday
9017,Thursday
13438,Monday
2384,Sunday
10909,Sunday
4061,Tuesday
13768,Saturday
597,Wednesday
1988,Saturday
3012,Thursday
6469,Sunday
2875,Monday
4659,Tuesday
5299,Wednesday
4086,Monday
11271,Friday
9790,Monday
1509,Saturday
6099,Wednesday
699,Saturday
14739,Wednesday
8018,Saturday
2385,Saturday
16597,Saturday
2959,Wednesday
8686,Thursday
4519,Sunday
7620,Wednesday
15562,Thursday
410,Friday
12610,Sunday
15396,Friday
8107,Tuesday
13496,Tuesday
5335,Friday
2086,Wednesday
15079,Friday
10431,Wednesday
12072,Monday
7403,Saturday
3539,Sunday
5744,Saturday
15780,Wednesday
8536,Tuesday
5459,Thursday
6049,Friday
9357,Friday
9867,Wednesday
7373,Sunday
13692,Saturday
13548,Wednesday
10742,Tuesday
13507,Saturday
684,Wednesday
12260,Sunday
9436,Wednesday
11,Monday
15712,Wednesday
2783,Tuesday
10280,Thursday
10907,Saturday
13260,Friday
13538,Saturday
9629,Saturday
15946,Saturday
13596,Thursday
6745,Thursday
1815,Monday
2245,Friday
9673,Monday
3497,Friday
10059,Wednesday
1631,Sunday
14870,Wednesday
16687,Wednesday
4879,Friday
6463,Tuesday
3716,Saturday
15151,Friday
9563,Thursday
94,Monday
13792,Friday
226,Friday
1817,Friday
14980,Thursday
11165,Thursday
59,Sunday
6,Friday
7608,Sunday
6114,Monday
1414,Sunday
6585,Saturday
7405,Wednesday
2632,Sunday
5923,Tuesday
5769,Sunday
9123,Saturday
7455,Wednesday
7242,Wednesday
10104,Tuesday
3846,Tuesday
3447,Thursday
15397,Sunday
8661,Friday
16494,Tuesday
4309,Saturday
1458,Wednesday
16486,Wednesday
15156,Tuesday
14273,Wednesday
2716,Friday
13013,Wednesday
10612,Thursday
7885,Saturday
11096,Tuesday
3513,Tuesday
3018,Monday
12789,Tuesday
9950,Friday
9889,Sunday
13417,Sunday
16070,Saturday
5390,Wednesday
2931,Saturday
3056,Wednesday
4504,Wednesday
2857,Monday
13573,Saturday
2263,Tuesday
14368,Sunday
3351,Wednesday
12057,Wednesday
16453,Wednesday
15891,Monday
1989,Sunday
13622,Monday
13648,Friday
1130,Monday
8795,Thursday
11300,Monday
15168,Tuesday
8727,Tuesday
15439,Saturday
15272,Friday
7008,Tuesday
5850,Sunday
4987,Sunday
14116,Wednesday
11371,Saturday
9684,Sunday
12597,Monday
2354,Tuesday
2319,Sunday
12947,Saturday
7564,Tuesday
15992,Wednesday
7347,Sunday
10191,Wednesday
13570,Monday
15506,Saturday
4848,Monday
11465,Monday
7587,Thursday
9480,Saturday
7504,Saturday
5518,Friday
593,Saturday
8470,Wednesday
7269,Friday
14961,Friday
8185,Wednesday
12038,Sunday
15271,Monday
962,Sunday
8930,Monday
4658,Friday
162,Sunday
10719,Friday
11624,Monday
975,Thursday
6172,Thursday
9144,Sunday
13038,Saturday
6887,Monday
6848,Monday
5722,Friday
9008,Sunday
2329,Sunday
610,Monday
6535,Saturday
2874,Monday
7419,Tuesday
16276,Thursday
6850,Thursday
2880,Saturday
1766,Saturday
346,Monday
13115,Friday
12876,Monday
10837,Sunday
14599,Thursday
10188,Thursday
3933,Saturday
4325,Thursday
11453,Monday
7841,Sunday
3230,Wednesday
11745,Thursday
9262,Tuesday
10213,Wednesday
10462,Tuesday
2239,Thursday
15832,Sunday
2109,Thursday
4245,Sunday
5848,Saturday
10747,Monday
3526,Tuesday
9557,Friday
1079,Monday
3934,Sunday
2549,Tuesday
10096,Sunday
384,Thursday
8330,Monday
4638,Saturday
12741,Friday
8486,Tuesday
15883,Saturday
2600,Saturday
2187,Tuesday
16448,Sunday
10543,Sunday
8459,Saturday
4365,Saturday
3562,Wednesday
15524,Tuesday
13247,Thursday
15185,Saturday
9565,Tuesday
8009,Sunday
16025,Monday
14006,Thursday
2809,Sunday
16539,Friday
12701,Wednesday
13773,Sunday
7530,Saturday
15604,Thursday
16702,Monday
12769,Thursday
1585,Thursday
1884,Sunday
15483,Tuesday
13208,Sunday
11561,Tuesday
9229,Friday
14219,Friday
6916,Tuesday
5727,Friday
9851,Tuesday
2111,Monday
13668,Thursday
3191,Thursday
3375,Saturday
6880,Saturday
9119,Friday
16252,Saturday
9596,Tuesday
5671,Thursday
1507,Thursday
9970,Friday
258,Friday
14332,Wednesday
16442,Sunday
2548,Friday
13938,Tuesday
9264,Monday
7403,Wednesday
13181,Wednesday
2033,Thursday
7155,Thursday
16582,Friday
3880,Thursday
9136,Saturday
9125,Monday
9045,Monday
8716,Thursday
14392,Thursday
9787,Wednesday
14975,Wednesday
4440,Wednesday
16183,Monday
15672,Monday
593,Saturday
15198,Thursday
2981,Wednesday
1052,Tuesday
7952,Wednesday
14248,Saturday
13068,Thursday
2452,Sunday
7288,Sunday
11571,Friday
14488,Sunday
6433,Tuesday
2427,Friday
14184,Monday
2396,Saturday
4019,Saturday
5007,Monday
1111,Tuesday
13420,Wednesday
1831,Wednesday
8999,Tuesday
5685,Thursday
12419,Monday
13514,Sunday
8871,Saturday
14235,Saturday
11675,Saturday
3842,Friday
12429,Sunday
5668,Thursday
9367,Friday
292,Saturday
11276,Wednesday
7113,Sunday
15384,Tuesday
9143,Sunday
5100,Monday
8153,Tuesday
12182,Wednesday
16438,Sunday
13206,Monday
8035,Friday
2354,Saturday
9559,Monday
12959,Saturday
3631,Sunday
14250,Monday
5298,Saturday
16672,Friday
14196,Friday
14370,Wednesday
1518,Saturday
15448,Sunday
15946,Tuesday
6566,Monday
9057,Monday
15278,Sunday
6734,Friday
2569,Tuesday
12842,Wednesday
4483,Saturday
3133,Friday
15384,Tuesday
10662,Saturday
10125,Tuesday
626,Wednesday
346,Friday
6012,Friday
15048,Sunday
12583,Thursday
14783,Tuesday
9367,Saturday
8137,Wednesday
13412,Sunday
7904,Wednesday
3779,Monday
91,Saturday
5385,Friday
8487,Tuesday
7382,Wednesday
13958,Saturday
3970,Monday
9284,Sunday
216,Wednesday
13361,Saturday
3216,Saturday
7559,Saturday
11815,Sunday
15281,Saturday
12597,Tuesday
9946,Friday
6903,Monday
1301,Sunday
9425,Saturday
15747,Wednesday
15352,Monday
9081,Friday
1517,Thursday
2641,Thursday
14631,Tuesday
10212,Wednesday
683,Tuesday
934,Saturday
14879,Wednesday
6188,Friday
10428,Monday
10023,Thursday
12437,Friday
5141,Wednesday
10953,Saturday
8050,Saturday
8789,Wednesday
5959,Thursday
2505,Sunday
4315,Friday
52,Tuesday
5618,Sunday
13138,Sunday
1857,Thursday
8205,Tuesday
370,Sunday
6146,Monday
15079,Monday
900,Wednesday
9864,Sunday
3061,Saturday
14910,Thursday
7142,Thursday
13946,Tuesday
699,Sunday
16252,Sunday
1973,Monday
13850,Wednesday
11123,Monday
15295,Thursday
11580,Thursday
9086,Saturday
938,Friday
8081,Monday
6502,Thursday
3636,Friday
827,Saturday
2982,Tuesday
3416,Tuesday
15043,Thursday
2030,Thursday
5388,Saturday
9236,Sunday
6329,Monday
12175,Friday
9935,Monday
5219,Friday
6730,Wednesday
9918,Sunday
10259,Sunday
6300,Friday
4671,Sunday
7929,Sunday
1785,Tuesday
7196,Wednesday
10405,Wednesday
1400,Tuesday
866,Wednesday
6711,Saturday
12823,Wednesday
8540,Thursday
7692,Sunday
8159,Tuesday
16212,Saturday
8031,Thursday
1130,Wednesday
4143,Tuesday
7338,Wednesday
1881,Saturday
12388,Wednesday
7684,Wednesday
758,Sunday
7338,Saturday
4491,Friday
14587,Sunday
7316,Sunday
13577,Friday
10746,Thursday
6934,Friday
16084,Thursday
736,Sunday
2688,Sunday
13229,Saturday
6515,Thursday
2979,Friday
9120,Monday
5477,Wednesday
12206,Friday
12145,Monday
1150,Sunday
247,Sunday
13856,Wednesday
863,Thursday
2388,Tuesday
8463,Tuesday
14706,Saturday
5411,Sunday
8286,Thursday
10542,Saturday
5765,Friday
7072,Friday
2733,Wednesday
16627,Tuesday
3661,Saturday
13337,Friday
10954,Thursday
1266,Thursday
13487,Thursday
13592,Wednesday
13301,Thursday
7194,Sunday
7367,Tuesday
15557,Wednesday
10163,Sunday
14020,Sunday
11502,Tuesday
7325,Tuesday
1632,Tuesday
15440,Tuesday
2595,Tuesday
10355,Thursday
15372,Monday
2088,Monday
6376,Sunday
5143,Saturday
10374,Monday
7915,Monday
6801,Wednesday
8162,Monday
15602,Thursday
6772,Saturday
5780,Friday
1727,Wednesday
12449,Thursday
6081,Tuesday
417,Friday
679,Tuesday
5795,Monday
15133,Tuesday
2027,Wednesday
3214,Monday
13506,Wednesday
13986,Saturday
3809,Wednesday
10803,Tuesday
12515,Tuesday
3322,Saturday
6755,Thursday
2987,Thursday
13051,Friday
7021,Thursday
1358,Tuesday
13150,Monday
10032,Friday
12463,Friday
7676,Wednesday
5731,Tuesday
12230,Thursday
1642,Tuesday
10910,Monday
8558,Wednesday
12807,Thursday
4459,Friday
16433,Friday
7450,Friday
6156,Saturday
15885,Saturday
2584,Wednesday
5451,Tuesday
15637,Wednesday
1436,Friday
16575,Thursday
16600,Wednesday
3270,Monday
6322,Wednesday
623,Thursday
3011,Wednesday
10449,Saturday
11504,Wednesday
15494,Thursday
121,Saturday
5460,Saturday
5010,Friday
13618,Monday
9626,Saturday
8926,Wednesday
5179,Thursday
9125,Sunday
4059,Friday
2676,Tuesday
15920,Sunday
16382,Tuesday
1470,Tuesday
4651,Thursday
1333,Friday
4727,Wednesday
15319,Wednesday
13938,Friday
8865,Friday
10445,Thursday
12697,Saturday
12203,Friday
2228,Thursday
5660,Thursday
12710,Friday
15422,Saturday
6709,Tuesday
10068,Thursday
4613,Friday
1129,Friday
705,Saturday
2377,Sunday
14418,Saturday
7500,Wednesday
8468,Monday
9851,Tuesday
13387,Wednesday
11549,Saturday
2314,Saturday
7480,Wednesday
49,Thursday
10475,Friday
8611,Tuesday
13587,Monday
6913,Saturday
5242,Saturday
13157,Tuesday
13000,Thursday
10234,Saturday
4970,Thursday
9981,Tuesday
772,Friday
11987,Wednesday
9837,Monday
5157,Thursday
12002,Monday
12194,Tuesday
7518,Tuesday
9517,Friday
4422,Friday
15754,Friday
14886,Friday
7121,Wednesday
1248,Thursday
10502,Friday
6091,Saturday
13645,Friday
9549,Wednesday
4141,Monday
11478,Thursday
12822,Thursday
3095,Sunday
16370,Thursday
10189,Saturday
6490,Thursday
1543,Tuesday
6324,Thursday
2671,Sunday
12811,Sunday
9256,Thursday
5725,Sunday
920,Tuesday
4511,Friday
11145,Friday
7193,Saturday
16547,Saturday
14873,Friday
9423,Wednesday
6679,Thursday
3963,Sunday
10317,Friday
15255,Friday
6831,Tuesday
575,Wednesday
14863,Saturday
15200,Monday
13249,Saturday
7643,Saturday
15071,Saturday
14742,Sunday
15965,Friday
1766,Friday
5888,Thursday
6049,Tuesday
2880,Wednesday
5045,Sunday
12697,Monday
3521,Friday
1485,Wednesday
1738,Friday
12964,Monday
11598,Thursday
6149,Monday
11768,Monday
3699,Tuesday
7112,Wednesday
6979,Thursday
7937,Monday
7913,Tuesday
16273,Saturday
2597,Sunday
7093,Friday
5781,Monday
16070,Wednesday
5456,Sunday
3036,Thursday
2759,Saturday
7466,Wednesday
16029,Tuesday
11907,Tuesday
2755,Tuesday
9640,Wednesday
8072,Saturday
4801,Monday
15965,Monday
16276,Monday
3854,Wednesday
8116,Wednesday
13750,Tuesday
1084,Friday
5038,Wednesday
2447,Tuesday
922,Saturday
9431,Sunday
7794,Saturday
7416,Monday
2082,Monday
2831,Thursday
8676,Sunday
6743,Sunday
16710,Friday
5209,Friday
12092,Sunday
329,Tuesday
96,Monday
10985,Thursday
16394,Saturday
13446,Tuesday
10733,Monday
10133,Tuesday
14998,Thursday
7662,Saturday
10242,Sunday
12027,Wednesday
13820,Monday
6760,Wednesday
3490,Thursday
13944,Friday
8952,Sunday
3690,Tuesday
3523,Saturday
3145,Wednesday
8657,Friday
6773,Monday
16336,Monday
2740,Friday
1212,Monday
2819,Wednesday
5316,Friday
428,Wednesday
3713,Sunday
6290,Friday
7873,Wednesday
9466,Saturday
679,Friday
2984,Wednesday
16069,Friday
14424,Tuesday
14996,Saturday
7551,Monday
13185,Sunday
7722,Thursday
8655,Thursday
16327,Thursday
7577,Friday
1669,Saturday
10078,Wednesday
9976,Saturday
10260,Friday
5748,Thursday
8794,Monday
15518,Friday
2126,Wednesday
10890,Saturday
13506,Thursday
16226,Monday
16574,Wednesday
9435,Saturday
7204,Saturday
6776,Wednesday
12854,Monday
16135,Friday
5420,Tuesday
9554,Sunday
2045,Saturday
8507,Tuesday
14160,Tuesday
11776,Thursday
11736,Tuesday
12182,Monday
5232,Sunday
4008,Friday
11212,Wednesday
1714,Monday
667,Wednesday
6264,Wednesday
8505,Tuesday
11180,Monday
1946,Thursday
2557,Wednesday
2882,Tuesday
6645,Saturday
13164,Wednesday
10649,Saturday
9592,Wednesday
7191,Sunday
6995,Tuesday
9010,Sunday
4227,Tuesday
6849,Thursday
1549,Friday
7961,Friday
14923,Sunday
2471,Tuesday
12735,Thursday
16025,Saturday
13141,Wednesday
7784,Wednesday
2121,Monday
11967,Monday
8940,Saturday
2164,Wednesday
13869,Tuesday
1032,Wednesday
10645,Saturday
1326,Thursday
1606,Thursday
10276,Monday
5842,Tuesday
13084,Monday
7804,Monday
4022,Sunday
15092,Tuesday
2518,Friday
14526,Sunday
629,Friday
4544,Monday
13069,Monday
15272,Friday
13953,Wednesday
13053,Monday
5460,Saturday
2675,Thursday
2710,Monday
6615,Saturday
8455,Wednesday
15484,Friday
15636,Monday
5171,Tuesday
1468,Wednesday
11570,Friday
2729,Thursday
2333,Friday
3510,Sunday
1082,Sunday
11066,Friday
7562,Wednesday
12525,Monday
13609,Saturday
15788,Friday
9889,Tuesday
11400,Sunday
402,Saturday
5841,Thursday
16154,Sunday
12830,Saturday
9035,Friday
11464,Saturday
13886,Wednesday
4727,Thursday
14455,Friday
947,Thursday
2210,Friday
3376,Monday
9846,Monday
267,Thursday
515,Saturday
11422,Saturday
4127,Monday
3508,Tuesday
8468,Monday
9048,Thursday
9375,Monday
14106,Wednesday
4262,Tuesday
4898,Thursday
1943,Saturday
5856,Wednesday
1234,Thursday
12926,Sunday
10268,Thursday
10582,Wednesday
6472,Wednesday
411,Friday
511,Tuesday
10801,Sunday
10180,Wednesday
5601,Tuesday
655,Wednesday
13813,Thursday
16057,Thursday
10893,Friday
2834,Sunday
4128,Sunday
8569,Friday
635,Sunday
15901,Friday
7825,Sunday
11501,Wednesday
16364,Monday
5627,Friday
6901,Tuesday
12526,Thursday
14803,Friday
7117,Wednesday
15454,Thursday
10063,Thursday
3097,Sunday
7179,Thursday
7739,Wednesday
6603,Friday
5660,Friday
2230,Thursday
1315,Sunday
16325,Tuesday
7914,Friday
4100,Wednesday
11352,Thursday
9910,Monday
655,Thursday
4286,Wednesday
14429,Wednesday
10179,Friday
5716,Monday
15452,Friday
5012,Thursday
12868,Sunday
12338,Monday
15612,Saturday
4813,Tuesday
8238,Friday
9479,Tuesday
5213,Wednesday
2482,Thursday
16438,Thursday
13231,Monday
8695,Friday
11799,Saturday
499,Tuesday
7388,Saturday
131,Wednesday
4649,Friday
8936,Friday
4358,Wednesday
6231,Friday
5611,Sunday
5300,Tuesday
15868,Thursday
13932,Monday
14597,Thursday
8269,Tuesday
16409,Monday
11031,Sunday
2390,Wednesday
3227,Saturday
9674,Thursday
4782,Friday
11882,Thursday
3002,Thursday
8641,Monday
11330,Saturday
5060,Tuesday
480,Monday
6343,Saturday
7969,Sunday
13245,Friday
10355,Monday
12217,Sunday
13217,Sunday
6929,Saturday
11647,Friday
9202,Tuesday
15433,Tuesday
3615,Saturday
10934,Thursday
16327,Friday
14832,Sunday
3363,Monday
5124,Monday
3843,Saturday
6747,Tuesday
13516,Tuesday
6686,Monday
14466,Sunday
5121,Saturday
4907,Saturday
10904,Sunday
6149,Tuesday
11045,Wednesday
3857,Tuesday
11399,Friday
349,Monday
1584,Monday
11739,Sunday
909,Saturday
11523,Monday
12740,Thursday
10598,Friday
7304,Wednesday
1872,Saturday
3830,Sunday
11312,Friday
3839,Tuesday
7760,Friday
8695,Thursday
15976,Tuesday
5896,Saturday
13005,Tuesday
2083,Monday
207,Wednesday
3486,Wednesday
6054,Saturday
1150,Sunday
3875,Sunday
10887,Friday
4631,Thursday
4781,Monday
11661,Monday
12587,Wednesday
6355,Thursday
11438,Friday
9385,Thursday
5706,Thursday
8303,Sunday
7914,Wednesday
15162,Wednesday
3701,Wednesday
4919,Saturday
5886,Friday
8680,Wednesday
4524,Wednesday
9547,Saturday
15704,Sunday
10669,Sunday
13841,Sunday
15907,Tuesday
12432,Wednesday
12460,Wednesday
3703,Thursday
4327,Sunday
16255,Sunday
9096,Monday
372,Tuesday
10713,Tuesday
14165,Friday
1635,Thursday
9324,Sunday
8361,Saturday
13901,Sunday
6051,Sunday
13143,Thursday
12808,Saturday
3500,Tuesday
13855,Saturday
14559,Monday
6160,Wednesday
2799,Sunday
9804,Saturday
8248,Wednesday
10090,Sunday
14051,Friday
6437,Friday
3448,Sunday
6624,Tuesday
6222,Friday
7867,Monday
10606,Friday
15659,Monday
3459,Thursday
9333,Saturday
3634,Wednesday
11822,Monday
410,Tuesday
6041,Thursday
2944,Thursday
6772,Friday
14117,Monday
3234,Tuesday
8167,Wednesday
12796,Sunday
8739,Saturday
16007,Sunday
406,Friday
8343,Thursday
8369,Saturday
8807,Saturday
13743,Saturday
8400,Thursday
11921,Thursday
15464,Friday
9666,Friday
3513,Tuesday
5981,Monday
4492,Friday
3853,Monday
6052,Saturday
15170,Tuesday
14258,Tuesday
14582,Thursday
12743,Friday
1665,Wednesday
16732,Thursday
6714,Sunday
7060,Wednesday
7913,Friday
2631,Tuesday
7173,Thursday
14333,Tuesday
12133,Monday
11422,Friday
12816,Thursday
1590,Tuesday
14711,Friday
1892,Sunday
10215,Tuesday
6059,Saturday
8628,Saturday
8709,Saturday
9545,Sunday
5299,Thursday
4507,Thursday
11573,Saturday
13302,Thursday
8645,Friday
7569,Tuesday
4852,Sunday
931,Tuesday
4390,Friday
9010,Monday
14629,Saturday
12342,Friday
962,Wednesday
16235,Monday
267,Tuesday
3861,Friday
8307,Tuesday
3219,Thursday
6566,Wednesday
1160,Sunday
3320,Tuesday
5776,Saturday
14987,Friday
81,Thursday
8936,Saturday
14288,Saturday
13125,Friday
463,Tuesday
9905,Friday
2446,Thursday
3118,Saturday
1026,Monday
14627,Tuesday
5214,Friday
13525,Sunday
10531,Thursday
7403,Monday
2241,Wednesday
16662,Wednesday
10137,Saturday
1698,Tuesday
8565,Friday
3815,Sunday
9651,Tuesday
2231,Saturday
4192,Tuesday
6252,Monday
3516,Sunday
5582,Sunday
2223,Friday
4162,Sunday
15949,Thursday
7550,Thursday
970,Thursday
12148,Friday
11996,Wednesday
12361,Sunday
7907,Saturday
7105,Friday
9886,Sunday
2711,Wednesday
7082,Tuesday
3627,Saturday
1602,Monday
15176,Tuesday
11189,Monday
15399,Friday
2580,Friday
6803,Monday
15366,Saturday
15961,Thursday
15205,Sunday
3186,Thursday
12945,Wednesday
8030,Wednesday
7354,Saturday
803,Friday
1523,Monday
2728,Saturday
16200,Saturday
13321,Sunday
1009,Thursday
10023,Sunday
12264,Wednesday
3903,Saturday
1932,Sunday
8050,Friday
1700,Sunday
14633,Monday
7574,Monday
3024,Wednesday
1961,Wednesday
6464,Tuesday
13719,Sunday
9738,Wednesday
13332,Friday
12683,Tuesday
